pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,intervention_rate,comparator_rate,source_file
3475525,Scores on sugar quiz,MTL group,choices group,continuous,,98.0,,98.0,90.0,20.7,41.9,19.4,,,3475525_zeroshot.jsonl
3475525,Scores on sugar quiz,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,92.6,15.5,41.9,19.4,,,3475525_zeroshot.jsonl
3475525,Scores on sodium quiz,MTL group,No label group,continuous,,98.0,,99.0,93.5,16.4,42.6,20.7,,,3475525_zeroshot.jsonl
3475525,Scores on sodium quiz,MTL+caloric intake group,No label group,continuous,,90.0,,99.0,94.1,15.6,42.6,20.7,,,3475525_zeroshot.jsonl
3475525,Scores on sodium quiz,MTL group,choices group,continuous,,98.0,,98.0,93.5,16.4,47.1,21.1,,,3475525_zeroshot.jsonl
3475525,Scores on sodium quiz,MTL+caloric intake group,choices group,continuous,,90.0,,98.0,94.1,15.6,47.1,21.1,,,3475525_zeroshot.jsonl
3493722,eradication rate of H. pylori in ITT,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71.0,85.0,72.0,84.0,,,,,,,3493722_zeroshot.jsonl
3493722,eradication rate of H. pylori in PP,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71.0,81.0,72.0,81.0,,,,,,,3493722_zeroshot.jsonl
3493722,side effects,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,19.0,85.0,32.0,84.0,,,,,,,3493722_zeroshot.jsonl
3493722,good compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,74.0,81.0,74.0,81.0,,,,,,,3493722_zeroshot.jsonl
3493722,well compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,8.0,81.0,4.0,81.0,,,,,,,3493722_zeroshot.jsonl
3493722,poor compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,2.0,81.0,3.0,81.0,,,,,,,3493722_zeroshot.jsonl
3496170,Self-report questionnaire,Biperiden,Placebo,continuous,,17.0,,17.0,,,,,,,3496170_zeroshot.jsonl
3496170,Learned irrelevance index,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,,,3496170_zeroshot.jsonl
3496170,P3a amplitude,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,,,3496170_zeroshot.jsonl
3496170,P3a latency,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,,,3496170_zeroshot.jsonl
3496170,N1 latency,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,,,3496170_zeroshot.jsonl
3496170,N1 amplitude,Biperiden,Placebo,continuous,,15.0,,15.0,,,,,,,3496170_zeroshot.jsonl
3504298,Depressive symptoms,Face-based attentional bias modification,Placebo,continuous,,16.0,,14.0,,,,,,,3504298_zeroshot.jsonl
3504298,Depressive symptoms,Word-based attentional bias modification,Placebo,continuous,,16.0,,15.0,,,,,,,3504298_zeroshot.jsonl
3504298,Anxious symptoms,Face-based attentional bias modification,Placebo,continuous,,16.0,,14.0,,,,,,,3504298_zeroshot.jsonl
3504298,Attentional Function,Word-based attentional bias modification,Face-based attentional bias modification,continuous,,16.0,,16.0,,,,,,,3504298_zeroshot.jsonl
3504298,Difference of cortisol on waking and the highest level of following samples,Word-based attentional bias modification,Placebo,continuous,,16.0,,15.0,,,,,,,3504298_zeroshot.jsonl
3508963,Pain relief,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,65.0,,53.0,,,,3508963_zeroshot.jsonl
3508963,Response to treatment,Intravenous lidocaine,Intravenous morphine,binary,108.0,120.0,84.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - age,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,35.23,12.37,37.71,11.08,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - hydronephrosis in left kidney,Intravenous lidocaine,Intravenous morphine,binary,52.0,120.0,52.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - hydronephrosis in right kidney,Intravenous lidocaine,Intravenous morphine,binary,57.0,120.0,53.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - did not have hydronephrosis,Intravenous lidocaine,Intravenous morphine,binary,11.0,120.0,15.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - history of reurrent stone,Intravenous lidocaine,Intravenous morphine,binary,49.0,119.0,64.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - history of first stone,Intravenous lidocaine,Intravenous morphine,binary,70.0,119.0,56.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - right kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60.0,120.0,57.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Baseline characteristics - left kidney stone,Intravenous lidocaine,Intravenous morphine,binary,60.0,120.0,63.0,120.0,,,,,,,3508963_zeroshot.jsonl
3508963,Pain score after 5 minutes,Intravenous lidocaine,Intravenous morphine,continuous,,120.0,,120.0,3.18,2.27,4.45,2.16,,,3508963_zeroshot.jsonl
3510731,Clicked on Results link,received the debriefing information in the body of an email with links to protocol and results pages,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,247.0,6051.0,515.0,5892.0,,,,,,,3510731_zeroshot.jsonl
3510731,Clicked on Protocol link,received the debriefing information in the body of an email with links to protocol and results pages,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,202.0,6051.0,362.0,5892.0,,,,,,,3510731_zeroshot.jsonl
3510731,Median time in seconds (interquartile range) - Results link,received the debriefing information in the body of an email with links to protocol and results pages,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,247.0,,515.0,25.0,37.2,25.3,35.8,,,3510731_zeroshot.jsonl
3510731,Median time in seconds (interquartile range) - Protocol link,received the debriefing information in the body of an email with links to protocol and results pages,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,202.0,,362.0,3.5,5.4,3.6,3.9,,,3510731_zeroshot.jsonl
3546023,Urine cotinine levels,200 mg/day palmvitee smokers,200 mg/day palmvitee nonsmokers,continuous,,20.0,,19.0,1.179,0.738,0.047,0.017,,,3546023_zeroshot.jsonl
3546023,serum α1-antitrypsin,200 mg/day palmvitee smokers,200 mg/day palmvitee nonsmokers,continuous,,30.0,,19.0,1.75,0.39,1.45,0.24,,,3546023_zeroshot.jsonl
3546023,The percentage of B cells,200 mg/day palmvitee nonsmokers,baseline,continuous,,29.0,,29.0,13.72,4.53,11.97,4.0,,,3546023_zeroshot.jsonl
3546023,The percentage of B cells,200 mg/day palmvitee smokers,baseline,continuous,,30.0,,30.0,14.4,4.03,14.06,3.81,,,3546023_zeroshot.jsonl
3546023,The percentage of NK cells,200 mg/day palmvitee smokers,200 mg/day palmvitee nonsmokers,continuous,,30.0,,29.0,19.03,7.82,24.72,8.78,,,3546023_zeroshot.jsonl
3546023,tocopherol levels,200 mg/day palmvitee smokers,baseline,continuous,,30.0,,30.0,14.11,3.89,11.39,3.06,,,3546023_zeroshot.jsonl
3546023,tocotrienol levels,200 mg/day palmvitee smokers,baseline,continuous,,30.0,,30.0,587.68,87.5,59.49,4.21,,,3546023_zeroshot.jsonl
3546023,tocopherol levels,200 mg/day palmvitee nonsmokers,baseline,continuous,,29.0,,29.0,14.56,3.06,11.75,2.27,,,3546023_zeroshot.jsonl
3546023,tocotrienol levels,200 mg/day palmvitee nonsmokers,baseline,continuous,,29.0,,29.0,675.16,150.0,63.6,5.67,,,3546023_zeroshot.jsonl
3546023,CD4+/CD8+ ratio,200 mg/day palmvitee smokers,200 mg/day palmvitee nonsmokers,continuous,,30.0,,29.0,1.19,0.43,1.03,0.53,,,3546023_zeroshot.jsonl
3577738,website use in terms of the number of pages visited,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,7.5,4.0,8.0,3.8,,,3577738_zeroshot.jsonl
3577738,website use in terms of time on the website,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,151.0,117.4,150.8,107.8,,,3577738_zeroshot.jsonl
3577738,focused on the social presence elements in terms of frequency,website with social presence elements.,website without social presence elements.,continuous,,19.0,,19.0,,,,,,,3577738_zeroshot.jsonl
3577738,focused on the social presence elements in terms of duration,website with social presence elements.,website without social presence elements.,continuous,,19.0,,19.0,,,,,,,3577738_zeroshot.jsonl
3577738,efficiency,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,,,3577738_zeroshot.jsonl
3577738,effectiveness,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,,,3577738_zeroshot.jsonl
3577738,enjoyment,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,,,3577738_zeroshot.jsonl
3577738,active trust,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,,,3577738_zeroshot.jsonl
3577738,interest,website with social presence elements.,website without social presence elements.,continuous,,231.0,,227.0,,,,,,,3577738_zeroshot.jsonl
3580751,mean ± SD length of hospital stay between periods 1 and 2 in patients who did not suffer from VAP,Interrupted surveillance unit A,"Continuous surveillance, unit B",continuous,,,,,,,,,,,3580751_zeroshot.jsonl
3648394,LF:HF component of HRV,10-week yoga program,Control,continuous,,18.0,,19.0,0.35,0.43,0.04,0.38,,,3648394_zeroshot.jsonl
3648394,Push-up test,10-week yoga program,Control,continuous,,18.0,,19.0,21.0,11.0,20.0,13.0,,,3648394_zeroshot.jsonl
3648394,Quality of life - PCS (SF36),10-week yoga program,Control,continuous,,18.0,,19.0,47.5,2.7,46.9,4.8,,,3648394_zeroshot.jsonl
3648394,Quality of life - MCS (SF36),10-week yoga program,Control,continuous,,18.0,,19.0,47.5,10.6,48.5,7.7,,,3648394_zeroshot.jsonl
3648394,pNN50,10-week yoga program,Control,continuous,,18.0,,19.0,20.7,25.3,19.4,18.4,,,3648394_zeroshot.jsonl
3648394,Flexibility,10-week yoga program,Control,continuous,,18.0,,19.0,31.0,8.7,26.4,10.4,,,3648394_zeroshot.jsonl
3654355,Body weight,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-17.5,6.1,-0.5,2.8,,,3654355_zeroshot.jsonl
3654355,Fat mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-15.7,5.3,-0.4,5.0,,,3654355_zeroshot.jsonl
3654355,Visceral fat,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,-82.3,31.6,4.3,22.7,,,3654355_zeroshot.jsonl
3654355,Baseline Height,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,173.2,8.6,172.3,10.4,,,3654355_zeroshot.jsonl
3654355,Baseline body mass index,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,42.8,4.6,42.8,6.3,,,3654355_zeroshot.jsonl
3654355,baseline body weight,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,128.9,19.4,127.1,21.6,,,3654355_zeroshot.jsonl
3654355,baseline fat mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,60.5,11.0,60.4,13.5,,,3654355_zeroshot.jsonl
3654355,baseline fat-free mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,68.3,13.2,67.1,12.8,,,3654355_zeroshot.jsonl
3654355,baseline skeletal muscle mass,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,38.4,7.9,37.9,7.4,,,3654355_zeroshot.jsonl
3654355,baseline visceral fat area,Intensive lifestyle intervention (ILI) group,Waiting list control,continuous,,71.0,,33.0,255.7,64.7,245.6,66.3,,,3654355_zeroshot.jsonl
3687098,adverse event of constipation,sitagliptin 100 mg/day,comparator agent,binary,,7726.0,,6885.0,2.3,,1.8,,,,3687098_zeroshot.jsonl
3687098,The incidence rates of malignancy,sitagliptin 100 mg/day,comparator agent,binary,,7726.0,,6885.0,0.9,,0.93,,,,3687098_zeroshot.jsonl
3687098,The incidence rates of pancreatitis,sitagliptin 100 mg/day,comparator agent,binary,,7726.0,,6885.0,0.1,,0.1,,,,3687098_zeroshot.jsonl
3687098,The incidence of the composite endpoint of rash,sitagliptin 100 mg/day,comparator agent,binary,,7726.0,,6885.0,1.7,,1.1,,,,3687098_zeroshot.jsonl
3751573,improvement in nursing,phase I externship program,phase II corporate-academic cooperation program,continuous,,19.0,,23.0,22.95,24.33,36.6,29.01,,,3751573_zeroshot.jsonl
3786549,Improvement in Vaginal Maturation Index,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,35.2,21.7,9.9,14.5,,,3786549_zeroshot.jsonl
3786549,Baseline characteristics: menopause,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,13.11,7.02,13.0,6.94,,,3786549_zeroshot.jsonl
3786549,Baseline characteristics: height,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,154.86,5.45,153.43,5.88,,,3786549_zeroshot.jsonl
3786549,Baseline characteristics: weight,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,56.16,8.1,57.82,8.24,,,3786549_zeroshot.jsonl
3786549,Baseline characteristics: deliveries,Vaginal estriol plus viable Lactobacillus acidophilus KS400,Placebo,continuous,,44.0,,44.0,2.14,1.76,2.64,1.79,,,3786549_zeroshot.jsonl
3877023,quantitative contour sharpness of the Cervicothoracic Spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,0.8,0.1,1.1,0.2,,,3877023_zeroshot.jsonl
3877023,quantitative contour sharpness of the thoracolumbar spine,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,0.9,0.1,1.5,0.4,,,3877023_zeroshot.jsonl
3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,18.1,11.6,9.3,5.5,,,3877023_zeroshot.jsonl
3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Spinal cord,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,22.3,13.2,14.0,5.6,,,3877023_zeroshot.jsonl
3877023,contrast-to-noise ratios (CNR) of Cervicothoracic Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,18.0,,21.0,19.3,10.3,8.2,5.7,,,3877023_zeroshot.jsonl
3877023,contrast-to-noise ratios (CNR) of Thoracolumbar Spine - T2w sagittal Cerebrospinal fluid – Vertebral bone,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,30.0,,34.0,24.0,12.9,11.7,6.3,,,3877023_zeroshot.jsonl
3877023,Scanning times,high-field horizontal open MR scanner,short-bore MR scanner,continuous,,55.0,,48.0,31.7,21.6,19.8,8.5,,,3877023_zeroshot.jsonl
3877023,The mean signal-to-noise (SNR) values,short-bore MR scanner,high-field horizontal open MR scanner,continuous,,,,,17.97,6.58,11.28,4.35,,,3877023_zeroshot.jsonl
3912320,Correct response rate for 500 Hz frequency,Occupational noise,Control,continuous,,19.0,,10.0,31.9,,55.9,,,,3912320_zeroshot.jsonl
3912320,"Correct response rate for 4,000 Hz frequency",Occupational noise,Control,continuous,,19.0,,10.0,28.07,,53.07,,,,3912320_zeroshot.jsonl
3912320,"Correct response rate for 2,000 Hz frequency",Occupational noise,Control,continuous,,19.0,,10.0,30.4,,51.4,,,,3912320_zeroshot.jsonl
3929816,Baseline characteristics and general anesthesia procedure,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,continuous,,10.0,,10.0,,,,,,,3929816_zeroshot.jsonl
3929816,Pathologic changes in the liver,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,binary,,10.0,,10.0,,,,,,,3929816_zeroshot.jsonl
3929816,Pathologic changes in the kidneys,Intraabdominal pressure 20 mm Hg,Intraabdominal pressure 12 mm Hg,binary,10.0,10.0,0.0,10.0,,,,,,,3929816_zeroshot.jsonl
3936115,The number of diverticulitis clinical symptom occurrences during 12months,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,2.0,30.0,7.0,22.0,,,,,,,3936115_zeroshot.jsonl
3936115,the number of abdominal ultrasound examinations performed for suspected diverticulitis and subsequent number of diverticulitis diagnosed based on abdominal US,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,1.0,30.0,5.0,22.0,,,,,,,3936115_zeroshot.jsonl
3936115,"Subjective improvement in observed symptoms based on a single closed-end question (yes or no answer): ""Did you observe adequate relief of diverticulosis related to abdominal pain or discomfort within the past 12 months?""",Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,17.0,30.0,5.0,22.0,,,,,,,3936115_zeroshot.jsonl
4033571,Overall seizure median percent improvement,Extended-release oxcarbazepine 2400 mg,Control,continuous,,111.0,,117.0,42.9,,28.7,,,,4033571_zeroshot.jsonl
4033571,Adverse effects,Extended-release oxcarbazepine 1200 mg,Control,binary,69.0,122.0,67.0,121.0,,,,,,,4033571_zeroshot.jsonl
4033571,Overall seizure median percent reduction,Extended-release oxcarbazepine 1200 mg,Control,continuous,,109.0,,117.0,38.2,,28.7,,,,4033571_zeroshot.jsonl
4033571,Adverse effects,Extended-release oxcarbazepine 2400 mg,Control,binary,85.0,123.0,67.0,121.0,,,,,,,4033571_zeroshot.jsonl
4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 1200 mg,Control,continuous,,40.0,,41.0,34.5,,13.3,,,,4033571_zeroshot.jsonl
4033571,Seizure median percent improvement in North America,Extended-release oxcarbazepine 2400 mg,Control,continuous,,35.0,,41.0,52.7,,13.3,,,,4033571_zeroshot.jsonl
4132222,decrease in average lesion,application of a canola phenolic acid-based cream (CPA),placebo,continuous,,27.0,,15.0,4.71,,12.57,,,,4132222_zeroshot.jsonl
4132222,"higher prevalence of lesion scabbing, a sign of healing",application of a canola phenolic acid-based cream (CPA),placebo,binary,,,,,,,,,,,4132222_zeroshot.jsonl
4140238,ocular itching for visit 3B at 7 min,bepotastine besilate ophthalmic solution (BBOS) 1.5%,placebo,continuous,,68.0,,69.0,1.2,,2.1,,,,4140238_zeroshot.jsonl
4144850,Independent household latrines number,Total Sanitation Campaign,Control,binary,631.0,1522.0,342.0,1512.0,,,,,,,4144850_zeroshot.jsonl
4144850,Open defecation - adult men,Total Sanitation Campaign,Control,binary,1138.0,1525.0,1274.0,1514.0,,,,,,,4144850_zeroshot.jsonl
4144850,Open defecation - adult women,Total Sanitation Campaign,Control,binary,1116.0,1525.0,1265.0,1514.0,,,,,,,4144850_zeroshot.jsonl
4144850,Open defecation - children,Total Sanitation Campaign,Control,binary,1280.0,1525.0,1351.0,1514.0,,,,,,,4144850_zeroshot.jsonl
4144850,Helminth infections,Total Sanitation Campaign,Control,binary,34.0,581.0,32.0,569.0,,,,,,,4144850_zeroshot.jsonl
4144850,Anemia,Total Sanitation Campaign,Control,binary,1079.0,1919.0,977.0,1922.0,,,,,,,4144850_zeroshot.jsonl
4144850,Sanitation facility improvement,Total Sanitation Campaign,Control,binary,631.0,1522.0,342.0,1512.0,,,,,,,4144850_zeroshot.jsonl
4144850,E. coli contaminated water,Total Sanitation Campaign,Control,binary,310.0,404.0,331.0,403.0,,,,,,,4144850_zeroshot.jsonl
4173437,Postoperatively hematocrit,Tranexamic acid,Control,continuous,,30.0,,30.0,30.14,2.2,29.36,1.8,,,4173437_zeroshot.jsonl
4173437,Complications,Tranexamic acid,Control,binary,0.0,30.0,0.0,30.0,,,,,,,4173437_zeroshot.jsonl
4173437,Adverse effects,Tranexamic acid,Control,binary,0.0,30.0,0.0,30.0,,,,,,,4173437_zeroshot.jsonl
4173437,Total blood loss,Tranexamic acid,Control,continuous,,30.0,,30.0,576.0,53.0,823.0,74.0,,,4173437_zeroshot.jsonl
4173437,Coagulation profile,Tranexamic acid,Control,continuous,,30.0,,30.0,,,,,,,4173437_zeroshot.jsonl
4173437,Crystalloid solution needed,Tranexamic acid,Control,continuous,,30.0,,30.0,,,,,,,4173437_zeroshot.jsonl
4183415,completion of each dose at the correct time,receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).,no text message,binary,150.0,453.0,147.0,451.0,,,,,,,4183415_zeroshot.jsonl
4183415,patient adherence,receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).,no text message,binary,309.0,453.0,315.0,451.0,,,,,,,4183415_zeroshot.jsonl
4183415,Completed treatment,receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).,no text message,binary,309.0,453.0,315.0,451.0,,,,,,,4183415_zeroshot.jsonl
4188762,withdrawal response of rocuronium,lidocaine,normal saline,binary,6.0,30.0,26.0,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,withdrawal response of rocuronium,ketamine,normal saline,binary,9.0,30.0,26.0,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,withdrawal response of rocuronium,remifentanil,normal saline,binary,0.0,30.0,26.0,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,heart rate,remifentanil,normal saline,continuous,,30.0,,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,heart rate,remifentanil,lidocaine,continuous,,30.0,,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,heart rate,remifentanil,ketamine,continuous,,30.0,,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,mean blood pressure,remifentanil,normal saline,continuous,,30.0,,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,mean blood pressure,remifentanil,lidocaine,continuous,,30.0,,30.0,,,,,,,4188762_zeroshot.jsonl
4188762,mean blood pressure,remifentanil,"normal saline, lidocaine, or ketamine",continuous,,30.0,,90.0,,,,,,,4188762_zeroshot.jsonl
4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),no further reminder (IG1),binary,94.0,102.0,84.0,104.0,,,,,,,4210722_zeroshot.jsonl
4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),reminder card together with the appointment letter (IG2),binary,94.0,102.0,91.0,107.0,,,,,,,4210722_zeroshot.jsonl
4210722,use of a reminder card,a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);,no further reminder (IG1),binary,185.0,209.0,84.0,104.0,,,,,,,4210722_zeroshot.jsonl
4215531,alpha power,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,,,,,,,4215531_zeroshot.jsonl
4215531,alpha power,facial affect training (FAT) in 20 daily 1-hour sessions,treatment as usual (TAU),continuous,,19.0,,19.0,,,,,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Processing Speed,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,44.6,12.2,39.5,10.6,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Attentional Vigilance,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,38.5,11.8,33.6,11.5,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Visual Learning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,49.4,14.0,42.8,12.8,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Working Memory,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,48.2,9.2,44.6,10.2,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Verbal Learning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,47.1,10.0,46.2,9.9,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Reasoning,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,47.9,8.8,44.5,10.7,,,4215531_zeroshot.jsonl
4215531,MCCB performance : Social Cognition,facial affect training (FAT) in 20 daily 1-hour sessions,baseline,continuous,,19.0,,19.0,39.3,10.4,39.3,11.1,,,4215531_zeroshot.jsonl
4230312,improvement of disorder,quetiapine 600 mg/day,placebo,continuous,,289.0,,204.0,-14.88,,-11.61,,,,4230312_zeroshot.jsonl
4230312,improvement of disorder,quetiapine 300 mg/day,placebo,continuous,,283.0,,204.0,-15.58,,-11.61,,,,4230312_zeroshot.jsonl
4319071,High-energy snack intake,Individual cognition and self-regulation processes intervention,Control,continuous,,808.0,,808.0,-0.51,,-2.43,,,,4319071_zeroshot.jsonl
4319071,High-energy snack intake,Intervention + targeting environmental-level factors,Control,continuous,,808.0,,808.0,-0.81,,-2.43,,,,4319071_zeroshot.jsonl
4319071,Vegetable intake,Intervention + targeting environmental-level factors,Control,continuous,,1014.0,,1014.0,20.76,,12.72,,,,4319071_zeroshot.jsonl
4319071,Vegetable intake,Intervention + targeting environmental-level factors,Individual cognition and self-regulation processes intervention,continuous,,1014.0,,1014.0,20.76,,24.21,,,,4319071_zeroshot.jsonl
4319071,Fruit intake,Intervention + targeting environmental-level factors,Control,continuous,,803.0,,803.0,0.77,,0.37,,,,4319071_zeroshot.jsonl
4319071,Fruit intake,Intervention + targeting environmental-level factors,Individual cognition and self-regulation processes intervention,continuous,,803.0,,803.0,0.77,,0.53,,,,4319071_zeroshot.jsonl
4323894,Improvement in Glasgow outcome score at 6 months post-trauma,Deep-cooling,Mild-cooling,binary,5.0,9.0,7.0,10.0,,,,,,,4323894_zeroshot.jsonl
4323894,Improvement in Glasgow outcome score at 6 months post-trauma,Deep-cooling,No cooling,binary,5.0,9.0,2.0,13.0,,,,,,,4323894_zeroshot.jsonl
4323894,Rate of complications,Mild-cooling or deep-cooling,No cooling,binary,10.0,19.0,6.0,13.0,,,,,,,4323894_zeroshot.jsonl
4323894,Improvement in Glasgow outcome score at 6 months post-trauma,Mild-cooling,No cooling,binary,7.0,10.0,2.0,13.0,,,,,,,4323894_zeroshot.jsonl
4355974,Days of wheeze,BostonBreathes system,Control,continuous,,28.0,,14.0,-1.4,,-4.2,,,,4355974_zeroshot.jsonl
4355974,ER visits,BostonBreathes system,Control,binary,1.0,26.0,1.0,14.0,,,,,,,4355974_zeroshot.jsonl
4355974,Days limited activity from asthma,BostonBreathes system,Control,continuous,,28.0,,14.0,-0.2,,-1.8,,,,4355974_zeroshot.jsonl
4355974,Knowledge,BostonBreathes system,Control,binary,9.0,12.0,3.0,8.0,,,,,,,4355974_zeroshot.jsonl
4355974,School days missed for asthma,BostonBreathes system,Control,continuous,,28.0,,14.0,-0.2,,-0.4,,,,4355974_zeroshot.jsonl
4355974,Days patient had to slow down,BostonBreathes system,Control,continuous,,28.0,,14.0,-1.4,,-0.4,,,,4355974_zeroshot.jsonl
4357072,improvement in symptom scores,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,continuous,,15.0,,15.0,0.2,0.4,0.8,0.6,,,4357072_zeroshot.jsonl
4357072,reduction in burning sensation,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,continuous,,15.0,,15.0,1.0,2.1,5.3,6.1,,,4357072_zeroshot.jsonl
4357072,reduction in erythematous area,topical pimecrolimus cream 1%,triamcinolone acetonide oral paste 0.1%,binary,14.0,15.0,10.0,15.0,,,,,,,4357072_zeroshot.jsonl
4357072,reappearance of erythematous areas after 2 months posttreatment,pimecrolimus,triamcinolone acetate,binary,1.0,15.0,5.0,15.0,,,,,,,4357072_zeroshot.jsonl
